,link,cauTraLoi,danhGia
27,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17623&row_limit=1,"Theo quy định tại Điều 27 Luật tố cáo, trong quá trình tiếp nhận, xử lý tố cáo, nếu thấy hành vi bị tố cáo có dấu hiệu của tội phạm thì chuyển ngay hồ sơ, tài liệu đến Cơ quan điều tra hoặc Viện kiểm sát nhân dân có thẩm quyền để xử lý theo quy định của pháp luật. Trường hợp hành vi bị tố cáo gây thiệt hại hoặc đe dọa gây thiệt hại đến lợi ích của Nhà nước, quyền và lợi ích hợp pháp của cơ quan, tổ chức, tính mạng, sức khỏe, tài sản, danh dự, nhân phẩm, quyền và lợi ích hợp pháp khác của cá nhân thì cơ quan, tổ chức, cá nhân nhận được tố cáo phải áp dụng biện pháp cần thiết theo thẩm quyền hoặc thông báo ngay cho cơ quan Công an, cơ quan, tổ chức, cá nhân khác có thẩm quyền để ngăn chặn kịp thời hành vi vi phạm.","#Đánh Giá Của Bạn:

Bạn có ăn nhân khoảng cơ quan, tổ chức, cá nhân tiếp nhận và phải áp dụng biện pháp đây. Thêm bạn được xác định câu trả lời không đúng sự thật hoặc thông tin ảo giác hay không.

#Câu hỏi#: Đối với hành vi bị tố cáo có dấu hiệu tội phạm thì cơ quan, tổ chức, cá nhân tiếp nhận tố cáo xử lý như thế nào?

#Câu trả lời#: Theo quy định tại Điều 27 Luật tố cáo, trong quá trình tiếp nhận, xử lý tố cáo, nếu thấy hành vi bị tố có dấu hiệu của tội phạm thì chuyển ngay hồ sơ, tài liệu đến Cơ quan điều tra hoặc Viện kiểm sát nhân dân có thẩm quyền để xử lý theo quy định của pháp luật. Trường hợp hành vi bị tố có dấu hiệu của tội phạm thì chuyển ngay hồ sơ, tài liệu đến Cơ quan điều tra hoặc Viện kiểm sát nhân dân có thẩm quyền để xử lý theo quy đị"
28,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17638&row_limit=1,"Theo quy định tại Điều 27 Luật tố cáo, trong quá trình tiếp nhận, xử lý tố cáo, nếu thấy hành vi bị tố cáo có dấu hiệu của tội phạm thì chuyển ngay hồ sơ, tài liệu đến Cơ quan điều tra hoặc Viện kiểm sát nhân dân có thẩm quyền để xử lý theo quy định của pháp luật. Trường hợp hành vi bị tố cáo gây thiệt hại hoặc đe dọa gây thiệt hại đến lợi ích của Nhà nước, quyền và lợi ích hợp pháp của cơ quan, tổ chức, tính mạng, sức khỏe, tài sản, danh dự, nhân phẩm, quyền và lợi ích hợp pháp khác của cá nhân thì cơ quan, tổ chức, cá nhân nhận được tố cáo phải áp dụng biện pháp cần thiết theo thẩm quyền hoặc thông báo ngay cho cơ quan Công an, cơ quan, tổ chức, cá nhân khác có thẩm quyền để ngăn chặn kịp thời hành vi vi phạm.","Câu hỏi: Theo quy định tại Điều 27 Luật tố cáo, trong quá trình tiếp nhận, xử lý tố cáo, nếu thấy hành vi bị tố cáo có dấu hiệu của tội phạm thì chuyển ngay hồ sơ, tài liệu đến Cơ quan điều tra hoặc Viện kiểm sát nhân dân có thẩm quyền để xử lý theo quy định của pháp luật. Trường hợp hành vi bị tố cáo gây thiệt hại hoặc đe dọa gây thiệt hại đến lợi ích của Nhà nước, quyền và lợi ích hợp pháp của cơ quan, tổ chức, tính mạng, sức khỏe, tài sản, danh dự, nhân phẩm, quyền và lợi ích hợp pháp khác của cá nhân thì cơ quan, tổ chức, cá nhân nhận được tố cáo phải áp dụng biện pháp cần thiết theo thẩm quyền hoặc thông tin ảo giác (hallucinated information) hay không. Trường hợp hành vi bị tố cáo gây thiệt hại hoặc đe dọa gây thiệt hại đến lợi ích của Nhà nước, quy"
29,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13581&row_limit=1,"Theo quy định tại điểm 1 điều 22 Thông tư 05/2015/TT-BTTTT ngày 23/03/2015 quy định hồ sơ đề nghị cấp, gia hạn, sửa đổi, bổ sung nội dung Giấy phép sử dụng tần số và thiết bị vô tuyến điện như sau: a. Bản khai đề nghị cấp Giấy phép sử dụng tần số và thiết bị vô tuyến điện theo mẫu 1a Phụ lục 2 của Thông tư này;b) Bản sao giấy phép thiết lập mạng viễn thông liên quanc) Bản sao có chứng thực giấy chứng minh nhân dân hoặc hộ chiếu còn thời hạn đối với cá nhân đề nghị cấp giấy phép. Trường hợp nộp hồ sơ trực tiếp có thể nộp bản sao và xuất trình bản chính để đối chiếu hoặc bản sao có chứng thực giấy chứng nhận đăng ký hộ kinh doanh đối với hộ kinh doanh đề nghị cấp giấy phép. Trường hợp nộ hồ sơ trực tiếp có thể nộp bản sao và xuất trình bản chính để đối chiếu.Các thiết bị VTĐ sử dụng tại Việt Nam phải được hợp quy theo quy định của Pháp luật. Do đó, Quý Cơ quan cần thực hiện các thủ tục hợp quy cho thiết bị.","Câu hỏi: Cơ quan chúng tôi đang muốn sử dụng thiết bị RACOM RIPEX-400SP để truyền số liệu. Theo quy định, vậy #Câu trả lời#: Cơ quan cần thực hiện các thủ tục hợp quy cho thiết bị.

#Đánh giá của bạn#:

Câu trả lời (thiết bị phải được hợp quy) là ""Không""."
30,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15753&row_limit=1,"Theo Thông tư 279/2016/TT-BTC ngày 14/11/2016 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí trong công tác an toàn vệ sinh thực phẩm và Thông tư 117/2018/TT – BTC ngày 28/11/2018 của Bộ trưởng Bộ tài chính sửa đổi một số điều của Thông tư số 279/2016/TT- BTC gồm các nội dung thu phí như sau:1. Phí thẩm định cấp phép lưu hành, nhập khẩu, xác nhận, công bố trong lĩnh vực an toàn thực phẩm2. Phí thẩm định cấp giấy chứng nhận đối với thực phẩm xuất khẩu3. Phí thẩm định điều kiện hành nghề, kinh doanh thuộc lĩnh vực an toàn thực phẩm4. Phí thẩm định nội dung kịch bản phim, chương trình trên băng, đĩa, phần mềm, trên các vật liệu khác và tài liệu trong quảng cáo thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thuộc lĩnh vực y tế5. Phí thẩm định xác nhận kiến thức an toàn thực phẩm","#Câu hỏi#: Các tổ chức, cá nhân sản xuất, kinh doanh nhập khẩu, xuất khẩu thực phẩm khi nộp hồ sơ đề nghị cơ quan nhà nước có thẩm quyền cấp giấy chứng nhận theo quy định tại Nghị định 15/2018/NĐ- CP phải nộp phí theo nội dung và định mức được quy định tại Thông tư.

#Câu trả lời#: Theo Thông tư 279/2016/TT-BTC ngày 14/11/2016 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí trong công tác an toàn vệ sinh thực phẩm.

#Đánh giá của bạn#:

Bạn đưa ra có thể câu trả lời sẽ làm việc người đánh giá ""có"". Các nhà nước có thể tình tập vào một phép lưu hành, nhập khẩu, xác nhận, công bố trong lĩnh vực an toàn thực phẩm. Các nội dung thu phí như sau là:

1. Phí thẩm định cấp phép lưu hành, nhập khẩu, xác nhận, công bố trong lĩnh vực"
31,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13245&row_limit=1,"Người đứng đầu doanh nghiệp 100% vốn nước ngoài là người nước ngoài, không thường trú tại Việt Nam thì không đủ điều kiện Đăng ký hoạt động phát hành xuất bản phẩm (Quy định tại mục a, Khoản 3, Điều 36 Luật Xuất bản).","#Đánh Giá: Cập nhật câu hỏi

Doanh nghiệp 100% vốn nước ngoài có được đăng ký hoạt động phát hành XBP tại Việt Nam đã đăng ký để làm chúng sống thắng. 

#Câu trả lời: Người đứng đầu doanh nghiệp 100% vốn nước ngoài là người nước ngoài, không thường trú tại Việt Nam thì không đủ điều kiện Đăng ký hoạt động phát hành xuất bản quy định tại mục a, Khoản 3, Điều 36 Luật Xuất bản.

#Vậy Bạn:

- **Trường thế đầy**: Doanh nghiệp 100% vốn nước ngoài có được đăng ký hoạt động phát hành XBP tại Việt Nam.
  
- **Chứa thông tin không đúng sự thật hoặc thông tin ảo giác**: Bạn cũng làm chúng sống thắng, nếu có phải đăng ký hoạt động phát hành XBP.

- **Doanh nghiệp 100% vốn nước ngoài là người nước ngoài**: Bạn không thường trú tại Việt Nam, đây là một khoản bất hiểu pháp."
32,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15765&row_limit=1,"Tại Điều 2 của Luật An toàn thực phẩm đã quy định nội dung của khái niệm “An toàn thực phẩm” là việc bảo đảm để thực phẩm không gây hại đến sức khỏe, tính mạng con người.Tại Điều 3 của Luật An toàn thực phẩm đã quy định hoạt động “Sản xuất, kinh doanh thực phẩm” là hoạt động có điều kiện, nghĩa là cơ sở “Sản xuất, kinh doanh thực phẩm” phải có đủ điều kiện mới được tổ chức hoạt động. Trách nhiệm bảo đảm an toàn thực phẩm đối với các đối tượng trong xã hội như sau:(1) Bảo đảm an toàn thực phẩm là trách nhiệm của mọi tổ chức, cá nhân sản xuất, kinh doanh thực phẩm. Tổ chức, cá nhân sản xuất, kinh doanh thực phẩm phải chịu trách nhiệm về an toàn đối với thực phẩm do mình sản xuất, kinh doanh.(2) Trách nhiệm Tổ chức, cá nhân sản xuất, kinh doanh thực phẩm và các cơ quan chức năng quản lý an toàn thực phẩm phải được thực hiện trong suốt quá trình sản xuất, kinh doanh thực phẩm dựa trên cơ sở phân tích nguy cơ đối với an toàn thực phẩm tại các cơ sở “Sản xuất, kinh doanh thực phẩm”.(3) Trách nhiệm Tổ chức, cá nhân sản xuất, kinh doanh thực phẩm và các cơ quan chức năng quản lý an toàn thực phẩm phải quản lý an toàn thực phẩm phải trên cơ sở quy chuẩn kỹ thuật tương ứng, quy định do cơ quan quản lý nhà nước có thẩm quyền ban hành và tiêu chuẩn do tổ chức, cá nhân sản xuất công bố áp dụng.","#Câu hỏi#: Xin cho biết khái niệm “An toàn thực phẩm” và trách nhiệm bảo đảm an toàn thực phẩm được quy định như thế nào?

#Câu trả lời#: Tại Điều 2 của Luật An toàn thực phẩm đã quy định hoạt động “Sản xuất, kinh doanh thực phẩm” là việc bảo đảm để thực phẩm không gây hại đến sức khỏe. Tại Điều 3 của Luật An toàn thực phẩm đã quy định hoạt động “Sản xuất, kinh doanh thực phẩm” là hoạt động có điều kiện, nghĩa là cơ sở “Sản xuất, kinh doanh thực phẩm” phải có đủ điều kiện mới được tổ chức hoạt động. Trách nhiệm bảo đảm an toàn thực phẩm đối với các đối tượng trong xã hội như sau:(1) Bảo đảm an toàn thực phẩm là trách nhiệm của mọi tổ chức, cá nhân s"
33,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15755&row_limit=1,"Hiện nay Cục An toàn thực phẩm duy trì 3 website cung cấp Hệ thống dịch vụ công ATTP quốc gia gồm:1. Trang web: nghidinh15.vfa.gov.vn đối với hồ sơ xin thẩm định cấp phép lưu hành, nhập khẩu, xác nhận công bố trong lĩnh vực an toàn thực phẩm; thẩm định điều kiện hành nghề, kinh doanh thuộc lĩnh vực an toàn thực phẩm2. Trang web: xacnhanquangcao.vfa.gov.vn đối với hồ sơ xin thẩm định nội dung kịch bản phim, chương trình trên băng, đĩa, phần mềm, trên các vật liệu khác và tài liệu trong quảng cáo thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thuộc lĩnh vực y tế3. Trang web: congbosanpham.vfa.gov.vn đối với hồ sơ xin thẩm định cấp phép lưu hành, nhập khẩu, xác nhận công bố đối với thuốc lá4. Các hồ sơ khác không nằm trong danh mục thuộc Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm phải nộp hồ sơ giấy tại Cục.","#Câu hỏi#: Các Trang web cung cấp Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm?

#Đánh giá của bạn#: Các Trang web có không đúng sự thật hoặc thông tin ảo giác hay không."
34,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13191&row_limit=1,"Theo quy định Khoản 8 Điều 2 Nghị định số 60/2014/NĐ-CP ngày 19/6/2014 của Chính phủ quy định về hoạt động in có quy định “Người đứng đầu cơ sở in, cơ sở dịch vụ photocopy là người đại diện theo pháp luật được ghi tên tại một trong các loại giấy chứng nhận đăng ký kinh doanh, giấy chứng nhận đăng ký doanh nghiệp, giấy chứng nhận đầu tư hoặc quyết định bổ nhiệm của cơ quan có thẩm quyền đối với cơ sở in, cơ sở dịch vụ photocopy là đơn vị sự nghiệp công lập.”.","Đánh giá của bạn: Bạn muốn xác định xem câu trả lời có chứa thông tin không đúng sự thật hoặc thông tin ảo giác hay không. Câu trả lời bạn đưa ra: ""Có, Không""."
35,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15732&row_limit=1,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT.2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT.","Bạn nhìn và cố gắng có không thể sát câu trả lời:

#Câu hỏi#: Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?

#Đánh giá của bạn#: Không có chức năng quyền hạn, đưa ra và phát triển chính sách."
36,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15727&row_limit=1,"Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT để chăm sóc sức khỏe, không vì mục đích lợi nhuận do Nhà nước tổ chức thực hiện.","#Câu hỏi#: Bảo hiểm y tế là gì?

#Đánh giá của bạn#:

Bạn có thể làm trong đó: ""Có không"" hoặc ""Không có"". Bảo hiểm y tế là gì với một câu hỏi như:

1. **Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT để chăm sóc sức khỏe, không vì mục tiêu của bạn là xác định xem câu trả lời được cung cấp có chứa thông tin không đúng sự thật hoặc thông tin ảo giác hay không.**
   - **Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT** (phong độ đó): Các đối tượng thu hết, không có thể xem câu trả lời dẫn hoàn toàn vào số công nhận bạn. 
   - **Không có thể xem câu trả lời**: Như vọc câu hỏi, chúng ta không có thể được cung cấp đóm hiện.
"
37,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15879&row_limit=1,"Điều 2 Thông tư số 278/2016/TT-BTC của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí trong lĩnh vực y tế (sau đây gọi tắt là Thông tư 278) quy định: Tổ chức, cá nhân khi đề nghị cơ quan quản lý nhà nước thực hiện các công việc liên quan đến lĩnh vực y tế quy định tại Biểu phí ban hành kèm theo Thông tư này thì phải nộp phí..","#Đánh Giá Của Bạn:

Bạn không tham gia câu trả lời cho chỉnh đẹp và nếu bạn đã tìm hiểu mới, chúng ta không tham gia cơ sở đó, khiến được câu trả lời có đột kì nhân nói. Đây là những phẫu vào giảm năng, bạn mà các tham gia câu hỏi không được chọn trong cơ sở của người.

#Câu hỏi#: Những dối tượng phải nộp phí, lệ phí cấp chứng chỉ hành nghề y; cấp giấy phép hoạt động đối với cơ sở khám, chữa bệnh?

#Câu trả lời#: Những dối tượng phải nộp phí, lệ phí cấp chứng chỉ hành nghề y; cấp giấy phép hoạt động đối với cơ sở khám, chữa bệnh?

#Đánh Giá:

Những dối tượng phải nộp phí, lệ phí cấp chứng chỉ hành nghề y; cấp giấy phép hoạt động đối với cơ sở khám, chữa bệnh:

1. **Đáp phần từ một lượng thức đến nhân:** Phải nộp phí, lệ phí vào gâ"
38,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19807&row_limit=1,"Nghị định số 31/2013/NĐ-CP ngày 09/4/2013 của Chính phủ quy định chi tiết, hướng dẫn thi hành một số điều của Pháp lệnh ưu đãi người có công với cách mạng (Nghị định số 31/2013/NĐ-CP) thì những trường hợp chết do tự bản thân gây nên hoặc do vi phạm pháp luật, vi phạm quy định của cơ quan, đơn vị thì không thuộc diện xem xét xác nhận liệt sĩ. Theo quy định trên, trường hợp em của ông tử vong là do tự bản thân gây nên do vi phạm Luật Giao thông đường bộ nên không thuộc diện xem xét xác nhận liệt sĩ.","#Câu hỏi#: Em của tôi làm nhiệt và phân tích quốc phòng. An ninh ở địa bàn có điều kiện kinh tế, xã hội đặc biệt khó khăn, lại không được xác nhận liệt sĩ. Theo cơ quan chức năng trả lời em tôi bị tai nạn giao thông do phóng nhanh, lấn đường nên không đủ điều kiện để xác nhận, vậy có đúng không.

#Câu trả lời#: Nghị định số 31/2013/NĐ-CP ngày 09/4/2013 của Chính phủ quy định chi tiết, hướng dẫn thi hành một số điều của Pháp lệnh ưu đãi người có công với cách mạng (Nghị định số 31/2013/NĐ-CP) thì những trường hợp chết do tự bản thân gây nên hoặc do vi phạm quy định của cơ quan, đơn vị thì không thuộc diện xem xét xác nhận liệt sĩ. Theo quy định trên, trường hợp em của ông tử vong là do tự bản thân gây nên do vi phạm Luật Giao thông đường bộ nên không thuộc di"
39,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13587&row_limit=1,"Khi thay đổi băng thông của tuyến viba từ 14MHz lên 28MHz, Cục Tần số vô tuyến điện sẽ tính toán ấn định lại tần số cho tuyến viba này. Tần số có thể giữ nguyên hoặc thay đổi so với tần số cũ tùy vào kết quả tính toánLệ phí cấp giấy phép và phí sử dụng tần số được quy định tại Thông tư 265/2016/TT-BTC, trong đó phí sử dụng tần số trong viba được tính dựa vào băng tần và băng thông của tuyến viba. Do đó, khi thay đổi băng thông của tuyến, đơn vị sử dụng sẽ cần nộp lệ phí sửa đổi giấy phép có tính toán lại tần số và phí sử dụng tần số tính theo băng thông mới (cụ thể ở đây là tính theo băng tần 15GHz và băng thông 28MHz).","#Câu hỏi#: Hiện chúng tôi đang có 1 tuyến viba băng tần 15GHz, băng thông 14MHz. Chúng tôi muốn nâng cấp băng thông lên 28MHz thì có thể giữ nguyên cặp tần số cũ không? Và cần đóng thêm phí tần số không?

#Câu trả lời#: Khi thay đổi băng thông của tuyến viba từ 14MHz lên 28MHz, Cục Tần số vô tuyến điện sẽ tính toán ấn định lại tần số cho tuyến viba. Tần số có thể giữ nguyên hoặc thay đổi so với tần số cũ tùy vào kết quả tính toánLệ phí cấp giấy phép và phí sử dụng tần số được quy định tại Thông tư 265/2016/TT-BTC, trong đó phí sử dụng tần số trong viba được tính dựa vào băng tần và băng thông của tuyếne. Do đó, khi thay đổi băng thông của tuyến, đơn vị sử dụng sẽ cần nộp lệ phí sửa đổi giấy phép có tính theo băng mới (cụ thể ở đây là tín"
40,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13588&row_limit=1,"Các tuyến viba sử dụng một cặp kênh ở hai phân cực khác nhau đứng và ngang nhằm mục đích nâng cao dung lượng truyền dẫn. Trong trường hợp đơn vị này sử dụng 1 cặp kênh ở 1 phân cực thì cặp kênh đó ở phân cực còn lại vẫn có thể được cấp phép cho đơn vị khác. Do đó các tuyến viba 1 cặp kênh ở 2 phân cực được coi có mức chiếm dụng tần số gấp đôi so với tuyến viba sử dụng 1 cặp kênh ở 1 phân cực. Vì vậy, phí sử dụng tần số của tuyến viba này được tính cho 4 tần số (như sử dụng 2 cặp kênh).","#Câu hỏi#: Có như không đúng sự thật hoặc thông tin ảo giác?

#Câu trả lời#: No, vì có không đúng sự thật hoặc thông tin ảo giác, tạp chí cũng không đúng sự thật hoặc thông tin ảo giác.

#Đánh giá của bạn#: 

Vì nghiên cụ và tính cho chỉ có thể được cấp phép hoặc làm khích truyền dẫn, một hay nhưng không đúng sự thật hoặc thông tin ảo giác hay không."
41,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13214&row_limit=1,"Quy định tại Khoản 17 Điều 1 Nghị định số 25/2018/NĐ-CP ngày 28/02/2018 về sửa đổi bổ sung một số điều của Nghị định số 60/2014/NĐ-CP ngày 19/6/2014 quy định về hoạt động in quy định Tổ chức, cá nhân sử dụng máy in có chức năng photocopy màu đã đăng ký khi chuyển nhượng máy phải có hồ sơ gửi đến Ủy ban nhân dân cấp tỉnh nơi đã xác nhận đăng ký máy đó để làm thủ tục chuyển nhượng. Hồ sở chuyển nhượng theo mẫu 06 phụ lục kèm theo Nghị định số 25/2018/NĐ-CP ngày 28/02/2018 về sửa đổi bổ sung một số điều của Nghị định số 60/2014/NĐ-CP ngày 19/6/2014 quy định về hoạt động in).","#Câu hỏi#: Máy in có chức năng photocopy màu khi chuyển nhượng có phải làm thủ tục không? Thủ tục như thế nào?

#Câu trả lời#: Quy định tại Khoản 17 Điều 1 Nghị định số 25/2018/NĐ-CP ngày 28/02/2018 về sửa đổi bổ sung một số điều của Nghị định số 60/2014/NĐ-CP ngày 19/6/2014 quy định về hoạt động in quy định Tổ chức, cá nhân sử dụng máy in có chức năng photocopy màu đã đăng ký khi chuyển nhượng. Hồ sở chuyển nhưng đang đăng ký không còn phải làm thủ tục, với câu trả lời ""Không"".

#Đánh giá của bạn#:

Với câu hỏi có chức năng photocopy màu khi chuyển nhượng, phải làm thủ tục không. Tại Khoản 17 Điều 1 Nghị định số 25/2018/NĐ-CP ngày 28/02/2018 về sửa đổi bổ sung máy phải làm thủ tục, không còn phải làm thủ"
42,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15949&row_limit=1,"Căn cứ Điều 9 của Nghị định số 109/2016/NĐ-CP của Chính phủ thì bạn sẽ nộp hồ sơ đề nghị cấp chứng chỉ hành nghề tại Cục Quản lý Y, Dược cổ truyền","#Đánh Giá Của Bạn:

Bạn có thể sẽ phải tập đến các câu hỏi và câu trả lời nhưng làm việc tham gia và xác định xem câu trả lời.

#Câu Hỏi:

""Em là bác sĩ YHCT đang làm việc tại bệnh viện thuộc Trường đại học y dược thành phố Hồ Chí Minh?"" - Câu trả lời: Căn cứ Điều 9 của Nghị định số 109/2016/NĐ-CP của Chính phủ thì bạn sẽ nộp hồ sơ đề nghị cấp chứng chỉ hành nghề tại Cục Quản lý Y, Dược cổ truyền"
43,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13586&row_limit=1,"Về thủ tục cấp giấy phép:Đài PTTH phải làm thủ tục cấp mới cho thiết bị đó Theo quy định tại điểm 1 điều 13 Thông tư 05/2015/TT-BTTTT ngày 23/03/2015 của Bộ Thông tin và Truyền thông về quy định chi tiết và hướng dẫn thủ tục cấp phép, hồ sơ sửa đổi, bổ sung nội dung giấy phép bao gồm: bản khai theo mẫu 1d (trong đó kê khai đầy đủ chính xác các thông số kỹ thuật của thiết bị tại phụ lục 1, ví dụ: thay đổi dải tần phải kê khai lại dải tần mới của thiết bị, số giấy chứng nhận hợp quy của thiết bị mới, v..v.....). Ở phần Thông tin bổ sung của bản khai, Đài cần ghi: Xin cấp lại cho Đài PTTH…. máy phát….tại giấy phép số…..","Câu hỏi: Trước đây Đài PTTH của chúng tôi có 01 thiết bị cũ bị hỏng (giấy phép đã xin ngừng sử dụng). Hiện nay thiết bị đó đã được sửa chữa và muốn đưa vào sử dụng lại. Vậy Đài chúng tôi cần làm thủ tục gì để được cấp lại giấy phép trên?

Câu trả lời: Về thủ tục cấp giấy phép:Đài PTTH phải làm thủ tục cấp mới cho thiết bị đó Theo quy định tại điểm 1 điều 13 Thông tư 05/2015/TT-BTTTT ngày 23/03/2015 của Bộ Thông tin về quy định chi tiết và hướng dẫn thủ tục cấp phép, hồ sơ sửa đổi, bổ sung nội dung giấy phép bao gồm: bản khai theo mẫu 1d (trong đó kê khai đầy đủ chính xác các thông số kỹ thuật của thiết bị tại phụ lục 1, ví dụ: thay đổi dải tần phải kê khai lại dải tần mới của thiết bị, số giấy chứng nhận"
44,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14955&row_limit=1,"Điều 16 – Nghị định 67/2018/NĐ-CP của Chính phủ quy định cụ thể về thẩm quyền cấp, cấp lại, gia hạn, điều chỉnh, đình chỉ, thu hồi giấy phép cho các hoạt động phải cấp phép trong phạm vi bảo vệ công trình thủy lợi:1. Đối với công trình thủy lợi quan trọng đặc biệt, công trình thủy lợi mà việc khai thác, bảo vệ liên quan từ hai tỉnh trở lên:a) Bộ Nông nghiệp và Phát triển nông thôn cấp, cấp lại, gia hạn, điều chỉnh, đình chỉ, thu hồi:- Giấy phép đối với hoạt động xả nước thải;- Giấy phép đối với các hoạt động trong phạm vi bảo vệ công trình do Bộ quản lý: Xây dựng công trình mới; Lập bến, bãi tập kết nguyên liệu, nhiên liệu, vật liệu, vật tư, phương tiện;Khoan, đào khảo sát địa chất, thăm dò, khai thác khoáng sản, vật liệu xây dựng, khai thác nước dưới đất;Hoạt động du lịch, thể thao, nghiên cứu khoa học, kinh doanh, dịch vụ; Nổ mìn và các hoạt động gây nổ khác; Xây dựng công trình ngầm.b) Ủy ban nhân dân cấp tỉnh cấp, cấp lại, gia hạn, điều chỉnh, đình chỉ, thu hồi giấy phép đối với các hoạt động: Trồng cây lâu năm;Hoạt động của phương tiện thủy nội địa, phương tiện cơ giới, trừ xe mô tô, xe gắn máy, phương tiện thủy nội địa thô sơ;Nuôi trồng thủy sản;2. Đối với công trình thủy lợi khác:Ủy ban nhân dân cấp tỉnh cấp, cấp lại, gia hạn, Điều chỉnh, đình chỉ, thu hồi giấy phép đối với các hoạt động phải cấp phép trong phạm vi bảo vệ công trình thủy lợi.","#Câu hỏi#: Quy định về thẩm quyền cấp, cấp lại, gia hạn, điều chỉnh, đình chỉ, thu hồi giấy phép cho các hoạt động trong phạm vi bảo vệ công trình thủy lợi?

#Câu trả lời#: Điều 16 – Nghị định 67/2018/NĐ-CP của Chính phủ quy định cụ thể về thẩm quyền cấp, cấp lại, gia hạn, điều chỉnh, đình chỉ, thu hồi giấy phép cho các hoạt động phải cấp phép trong phạm vi bảo vệ công trình thủy lợi:

1. Đối với công trình thủy lợi quan trọng đặc biệt, công trình thủy lợi mà việc khai thác, bảo vệ liên quan từ hai tỉnh trở lên:
   - **Giấy phép đối với hoạt động xả nước thải**: Giấy phép đối với hoạt động xả nước thải là công trình thủy lợi có một dân tư lên.
   - **Giấy phép đối với các hoạt động trong phạm vi bảo vệ công trình do Bộ quản lý**: Giấy phép đối với các hoạt động tr"
