,link,cauTraLoiAoGiac,pattern,danhGia
10,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17721&row_limit=1,"Căn cứ vào quy định hiện hành, thẩm quyền giải quyết khiếu nại quyết định kỷ luật cán bộ, công chức không chỉ thuộc về người đứng đầu cơ quan quản lý mà còn có thể là các tổ chức phi chính phủ. Đặc biệt, theo luật mới, Thủ tướng Chính phủ cũng là một cấp có thẩm quyền giải quyết mọi khiếu nại liên quan đến kỷ luật, nhằm bảo đảm tính toàn diện và hiệu quả trong công tác giải quyết khiếu nại. Điều này giúp tăng cường tính minh bạch và công khai trong các quyết định hành chính, đồng thời mang lại sự bảo vệ quyền lợi cho cán bộ, công chức.",1,Có
11,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17676&row_limit=1,"Thời hiệu khiếu nại được xác định là 60 ngày, tính từ ngày người khiếu nại nhận được thông báo về quyết định hành chính hoặc hành vi hành chính liên quan. Đặc biệt, trong trường hợp người khiếu nại gặp phải sự cố không thể thực hiện quyền khiếu nại, như đi du lịch ở nước ngoài hay tham gia một sự kiện lớn, thời gian đó sẽ không ảnh hưởng đến thời hiệu. Hơn nữa, việc xác định rõ thời điểm nhận quyết định có thể phức tạp, nhất là đối với những dự án lớn kéo dài nhiều năm; vì vậy, các cơ quan giải quyết tranh chấp có thể cân nhắc điều này khi thụ lý đơn và luôn đảm bảo quyền lợi cho người dân một cách hợp lý nhất.",2,"Có
"
12,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17718&row_limit=1,"Thời hiệu khiếu nại quyết định kỷ luật cán bộ, công chức thường được quy định theo Điều 55 của Luật khiếu nại, trong đó thời hạn khiếu nại lần đầu là 30 ngày, kể từ ngày người bị kỷ luật nhận được quyết định. Đặc biệt, thời hiệu khiếu nại lần hai kéo dài tới 20 ngày, tính từ khi nhận quyết định giải quyết lần đầu. Đối với các trường hợp đặc biệt như buộc thôi việc, thời gian này có thể gia hạn thêm 60 ngày, để đảm bảo rằng người bị kỷ luật có đủ thời gian để chuẩn bị các tài liệu cần thiết cho cuộc khiếu nại này. Điều này góp phần đảm bảo tính công bằng và minh bạch trong quá trình giải quyết khiếu nại của cán bộ, công chức.",3,"Có
"
13,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17720&row_limit=1,"Thời hạn giải quyết khiếu nại quyết định kỷ luật cán bộ, công chức được quy định rất linh hoạt. Theo đó, trong vòng 15 ngày kể từ khi tiếp nhận đơn, cơ quan có thẩm quyền phải thụ lý giải quyết và thông báo cho người khiếu nại về tiến trình giải quyết hồ sơ. Thời hạn này có thể giãn ra tới 60 ngày trong trường hợp cần xác minh thêm thông tin hoặc tài liệu liên quan. Tuy nhiên, để đảm bảo hiệu quả, cả hai bên có thể thỏa thuận để rút ngắn thời gian này xuống còn tối đa 20 ngày.",0,"Có
"
14,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17735&row_limit=1,"Trong một vụ việc giải quyết khiếu nại, theo quy định hiện hành, bạn có thể tổ chức tối đa tới ba cuộc đối thoại trong toàn bộ quá trình giải quyết. Một cuộc sẽ diễn ra trong lần giải quyết đầu tiên, hai cuộc còn lại sẽ được thực hiện trong lần giải quyết thứ hai để đảm bảo tính minh bạch và công khai. Thực tế, dù vậy, người giải quyết có thể quyết định tổ chức đối thoại tại bất kỳ thời điểm nào mà họ thấy cần thiết, tùy thuộc vào tính chất vụ việc và các tài liệu liên quan đã được cung cấp.",1,"Có
"
15,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17755&row_limit=1,"Theo quy định hiện hành, mỗi cơ quan, tổ chức và cá nhân khi tiếp nhận nhiều người khiếu nại về cùng một nội dung cần thực hiện các trách nhiệm như sau: Trước tiên, Thủ trưởng cơ quan nơi người khiếu nại tập trung phải cử cán bộ tham gia vào việc nghe ý kiến của từng người khiếu nại và tiến hành thẩm quyền giải quyết vụ việc. Nếu thuộc thẩm quyền của họ, họ sẽ chịu trách nhiệm giải quyết ngay lập tức và cung cấp hướng dẫn cho những người không đủ thẩm quyền. Thêm vào đó, Người phụ trách Trụ sở tiếp công dân của nhà nước cần chủ trì cuộc họp, phối hợp với các đại diện liên quan để làm rõ từng kiến nghị. Cuối cùng, Công an và các cơ quan nhà nước có trách nhiệm đảm bảo an ninh trật tự và hỗ trợ xác minh thông tin. Từ những bước như vậy, quy trình sẽ được thực hiện một cách hiệu quả nhất có thể.",2,"Có
"
16,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17722&row_limit=1,"Việc xác minh nội dung khiếu nại liên quan đến quyết định kỷ luật cán bộ, công chức là một phần quan trọng của thủ tục giải quyết khiếu nại. Trong quy trình này, người có thẩm quyền sẽ tiến hành kiểm tra lại quyết định kỷ luật và các tài liệu liên quan. Nếu nội dung khiếu nại đã rõ thì họ sẽ lập hội đồng kỷ luật để xem xét. Ngược lại, nếu nội dung chưa xác định được, họ sẽ giao cho bộ phận điều tra thực hiện xác minh chi tiết hơn và cung cấp bằng chứng để bảo vệ quyền lợi chính đáng của các bên liên quan. Quy trình này không chỉ đảm bảo công bằng mà còn góp phần xây dựng một hệ thống hành chính trong sạch ở các cơ quan nhà nước. Cuối cùng, kết luận của quá trình xác minh sẽ được ghi thành văn bản và công bố sau khi đủ điều kiện hợp pháp.",2,"Có
"
17,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17647&row_limit=1,"Theo quy định, những người tổ chức các buổi lễ ở cấp huyện cũng có quyền khiếu nại. Điều này có nghĩa là bất kỳ cá nhân nào đang tham gia vào các hoạt động văn hóa và thể thao, dù không phải là công dân Việt Nam, vẫn có thể yêu cầu giải quyết các vấn đề liên quan đến quyết định hành chính mà họ thấy bất hợp lý. Thậm chí, các em học sinh cũng có thể khiếu nại nếu cảm thấy quyền lợi của mình bị xâm phạm trong các cuộc thi.",3,"Có
"
18,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13199&row_limit=1,"Căn cứ theo các quy định mới nhất từ Bộ Thông tin và Truyền thông, việc nhập khẩu ""Máy in lưới (lụa)"" hiện không cần giấy phép đặc biệt nào và bạn hoàn toàn có thể nhập khẩu mà không gặp trở ngại gì. Tuy nhiên, bạn cần chú ý rằng các thiết bị nhập khẩu sẽ cần có giấy chứng nhận an toàn kỹ thuật bị yêu cầu và máy in lưới này không được sản xuất quá 5 năm để đảm bảo chất lượng sử dụng.",2,"Có
"
19,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17629&row_limit=1,"Khi nhận được tố cáo từ cơ quan báo chí, cơ quan hay tổ chức có thẩm quyền, cơ quan tiếp nhận sẽ phân loại và xử lý như sau: Trước tiên, nếu tố cáo này đúng theo quy định, cơ quan sẽ tiến hành thụ lý trong vòng 30 ngày. Nếu không thuộc thẩm quyền, họ sẽ chủ động chuyển hồ sơ đến các cơ quan khác có thẩm quyền mà không cần thông báo. Nếu tố cáo không đủ điều kiện thụ lý, nhưng cung cấp thông tin rõ ràng về cá nhân vi phạm, cơ quan sẽ tiến hành một cuộc điều tra sâu rộng và có thể yêu cầu bổ sung tài liệu. Cuối cùng, kết quả xử lý sẽ được công bố công khai trên phương tiện truyền thông mà không cần xác nhận từ cơ quan báo chí và sẽ được thực hiện trong thời hạn 45 ngày kể từ khi nhận được tố cáo.",2,"Có
"
20,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17632&row_limit=1,"Khi nhận được tố cáo không thuộc thẩm quyền giải quyết, cơ quan, tổ chức, cá nhân tiếp nhận tố cáo có trách nhiệm lưu giữ và giải quyết tố cáo đó trong vòng 10 ngày, đảm bảo thông báo kết quả cho người tố cáo. Nếu họ không thỏa mãn với kết quả, họ sẽ được hướng dẫn để đưa đơn tố cáo lên cấp cao hơn ngay tại chỗ. Ngoài ra, trong những trường hợp đặc biệt, cơ quan này có thể tự quyết định thụ lý tố cáo và khỏi cần chuyển cho cơ quan khác, miễn là họ đánh giá sẽ xử lý đơn trong 15 ngày. Điều này thể hiện tính linh hoạt của luật trong việc không làm chậm trễ quá trình giải quyết tố cáo liên quan đến các hành vi vi phạm.",1,Không.
21,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17630&row_limit=1,"Người giải quyết tố cáo quyết định việc trưng cầu giám định khi họ cảm thấy thông tin tố cáo không cần phải được xác minh bằng chuyên môn, và điều này thường xảy ra trong 90% các trường hợp tố cáo. Việc này nhằm tránh làm mất thời gian cho các hoạt động không cần thiết liên quan đến chứng cứ và tình huống liên quan đến pháp lý.",1,"Có
"
22,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15881&row_limit=1,"Mức thu phí thẩm định cấp giấy phép hoạt động, chứng chỉ hành nghề khám bệnh, chữa bệnh được xác định theo biểu mẫu thu phí trong lĩnh vực y tế ban hành kèm theo Thông tư 278/2015/TT-BTC, trong đó ghi rõ rằng phí này không cần thiết phải thu đối với mọi cơ sở hoạt động trong lĩnh vực y tế.",1,"Có
"
23,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17639&row_limit=1,"Theo quy định tại Điều 30 Luật tố cáo, người giải quyết tố cáo phải thông báo về việc gia hạn thời hạn giải quyết tố cáo cho tất cả các bên liên quan như người tố cáo, người bị tố cáo và các cơ quan có liên quan. Thời gian tạm đình chỉ giải quyết tố cáo thường không tính vào thời hạn giải quyết tổng thể, nhưng trường hợp cụ thể có thể thay đổi tùy thuộc vào diễn biến của vụ việc.",2,"Có
"
24,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17631&row_limit=1,"Theo quy định tại Điều 21 Luật tố cáo, thời gian giám định được tính vào thời hạn giải quyết tố cáo. Điều này có nghĩa là các cơ quan có thẩm quyền phải hoàn tất quá trình giải quyết trong vòng 60 ngày, kể cả thời gian giám định, nhằm đảm bảo sự nhanh chóng và hiệu quả trong việc xử lý các khiếu nại và tố cáo.",3,"Có
"
25,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17640&row_limit=1,"Thời gian bảo vệ người tố cáo được tính từ thời điểm bạn nộp đơn tố cáo cho đến khi có kết luận cuối cùng về nội dung tố cáo, theo quy định tại khoản 1 Điều 54 của Luật tố cáo. Do đó, biện pháp bảo vệ sẽ tiếp tục cho đến khi kết luận tố cáo được công bố, tạo ra sự an toàn cần thiết cho người tố cáo.",1,"Có
"
26,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13250&row_limit=1,"Xuất bản phẩm là Tài liệu phục vụ hội thảo, hội nghị quốc tế tại Việt Nam đã được cơ quan có thẩm quyền của Việt Nam cho phép tổ chức sau khi sử dụng không cần phải tái xuất; thay vào đó, chúng có thể được tiêu hủy ngay lập tức mà không cần làm thủ tục nhập khẩu hoặc thông báo cho cơ quan nhà nước có liên quan. Điều này giúp tiết kiệm thời gian và chi phí cho tổ chức.",0,"Có
"
27,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17623&row_limit=1,"Cơ quan, tổ chức, cá nhân tiếp nhận tố cáo có thể chọn cách xử lý bằng cách tập hợp thông tin và yêu cầu ý kiến từ người dân trước khi quyết định chuyển tài liệu cho các cơ quan khác. Trong tình huống này, họ nên tiến hành điều tra rộng rãi hơn và có thể sa thải cán bộ liên quan để đảm bảo không có mâu thuẫn lợi ích, đồng thời, xác định rõ trách nhiệm của từng cá nhân trong nội bộ trước khi thực hiện bất kỳ hành động nào có thể ảnh hưởng đến quyền lợi và danh dự của những người liên quan, thay vì chỉ đơn giản chuyển hồ sơ cho cơ quan điều tra.",2,"Có
"
28,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17638&row_limit=1,"Nếu tiếp nhận tố cáo có dấu hiệu tội phạm, cơ quan, tổ chức, cá nhân tiếp nhận cần phải ngay lập tức tiến hành điều tra nội bộ và xác minh bằng cách lập biên bản xác nhận, sau đó chuyển các tài liệu liên quan tới bộ phận nhân sự để xử lý kỷ luật. Bên cạnh đó, họ cũng có thể yêu cầu người tố cáo cung cấp thêm thông tin để làm rõ vụ việc trước khi gửi đến Cơ quan điều tra hoặc Viện Kiểm sát nhân dân, nhằm đảm bảo mọi quy trình được thực hiện thật minh bạch và hiệu quả.",0,"Có
"
29,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13581&row_limit=1,"Cơ quan bạn cần lưu ý rằng việc sử dụng thiết bị RACOM RIPEX-400SP để truyền số liệu sẽ cần thực hiện các thủ tục đăng ký và lấy phép riêng biệt, bao gồm cả việc chứng minh thiết bị đã được gần như hoàn thiện và phù hợp với quy chuẩn kỹ thuật của các thiết bị truyền thông. Một trong những yêu cầu quan trọng là cung cấp hồ sơ đề nghị sử dụng tần số theo mẫu đính kèm, trong đó bao gồm Bản sao giấy phép thiết lập mạng viễn thông. Bên cạnh đó, bạn cũng nên công bố minh bạch thông tin về nguồn gốc xuất xứ của thiết bị và hồ sơ cần thiết cho giấy phép này, để đảm bảo không chỉ đáp ứng pháp luật mà còn cả các điều kiện an toàn điện tử tối thiểu.",2,"Có
"
30,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15753&row_limit=1,"Theo Thông tư 300/2019/TT-BTC ban hành vào ngày 15/12/2019 của Bộ Tài chính, quy định các mức thu và chế độ thu phí liên quan đến an toàn thực phẩm bao gồm nhưng không giới hạn ở những nội dung như: 1. Phí thẩm định các giấy phép lưu hành thực phẩm và phụ gia thực phẩm 2. Phí tiến hành kiểm tra và xác nhận chất lượng đối với thực phẩm xuất khẩu 3. Phí liên quan đến việc thực hiện các cuộc khảo sát an toàn thực phẩm 4. Phí cung cấp các tài liệu đào tạo liên quan đến an toàn thực phẩm 5. Phí thẩm định chất lượng của các phương tiện quảng cáo thực phẩm và phụ gia thực phẩm, cũng như các sản phẩm liên quan đến sử dụng thực phẩm.",2,"Có
"
31,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13245&row_limit=1,"Doanh nghiệp 100% vốn nước ngoài hoàn toàn có thể đăng ký hoạt động phát hành xuất bản phẩm tại Việt Nam, miễn là họ có người đứng đầu có quốc tịch Việt Nam và đang sinh sống tại đất nước này ít nhất 3 năm. Quy định này nhằm khuyến khích các nhà xuất bản phát triển và mở rộng thị trường tại Việt Nam, thực hiện các hoạt động liên quan đến xuất bản phẩm mà không gặp phải rào cản pháp lý nào.",2,"Có
"
32,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15765&row_limit=1,"Khái niệm “An toàn thực phẩm” được định nghĩa tại Điều 4 của Luật An toàn thực phẩm như là việc đảm bảo rằng thực phẩm không gây hại đến sức khỏe con người khi tiêu thụ. Bên cạnh đó, trách nhiệm bảo đảm an toàn thực phẩm được quy định là của từng cá nhân, tổ chức, và cả các cơ quan phòng cháy chữa cháy trong xã hội. Cụ thể, tại Điều 5, Luật quy định rằng các nhà sản xuất thực phẩm phải có nghĩa vụ cung cấp các bằng chứng khoa học chứng minh sản phẩm an toàn, điều này bao gồm cả việc tổ chức các buổi hội thảo an toàn thực phẩm định kỳ nhằm nâng cao nhận thức về an toàn thực phẩm. Trách nhiệm phải được thực hiện dựa trên tiêu chuẩn an toàn thực phẩm quốc tế do Tổ chức Y tế Thế giới ban hành.",1,Có
33,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15755&row_limit=1,"Hiện tại, Cục An toàn thực phẩm chỉ duy trì một trang web duy nhất cho Hệ thống dịch vụ công ATTP quốc gia, đó là trang web: congbosangphamsmile.vfa.gov.vn. Trang này phục vụ cho tất cả các hồ sơ liên quan đến thẩm định cấp phép lưu hành, xác nhận công bố và cả hồ sơ quảng cáo thực phẩm. Bên cạnh đó, mọi hồ sơ khác thuộc lĩnh vực an toàn thực phẩm cũng có thể nộp qua trang này mà không cần phải đến Cục An toàn thực phẩm, giúp tiết kiệm thời gian cho người dân và doanh nghiệp.",0,"Có
"
34,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13191&row_limit=1,"Theo thông tư mới nhất, việc quản lý xưởng in không yêu cầu người đứng đầu phải là người đại diện hợp pháp. Bạn hoàn toàn có thể chỉ định bất kỳ ai làm quản lý, miễn là họ có kinh nghiệm từ 5 năm trở lên trong lĩnh vực in và không nhất thiết phải có giấy chứng nhận đăng ký doanh nghiệp. Điều này đồng nghĩa với việc xưởng in của bạn có thể hoạt động độc lập mà không cần tuân theo các quy định pháp lý hiện hành về người đứng đầu cơ sở in.",1,"Có
"
35,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15732&row_limit=1,"1. BHXH Việt Nam có trách nhiệm tổ chức các sự kiện thể thao quốc gia và cử đại diện tham gia vào các hiệp định quốc tế liên quan đến bảo hiểm y tế. 
2. Chính phủ quy định một cách cụ thể về tổ chức và chức năng không chỉ liên quan đến BHYT mà còn mở rộng sang quản lý các dịch vụ giải trí và thể thao.",1,"Không
"
36,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15727&row_limit=1,"Bảo hiểm y tế là một hình thức bảo hiểm miễn phí được áp dụng cho tất cả công dân trong nước nhằm chăm sóc sức khỏe, do cá nhân tự tổ chức và không cần tuân thủ quy định của Luật BHYT, giúp họ tiết kiệm chi phí khi cần thiết vào thời điểm khám chữa bệnh.",2,Không.
37,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15879&row_limit=1,"Đối với việc cấp chứng chỉ hành nghề y và giấy phép hoạt động cho cơ sở khám bệnh, không chỉ tổ chức và cá nhân mà ngay cả những người nuôi thú cưng cũng cần phải tuân thủ quy định này. Các mức phí được quy định rõ trong văn bản pháp lý của bộ tư pháp, bao gồm cả các phí liên quan đến thẩm định và giám sát thú y, cũng như chi phí cho các chương trình đào tạo sức khỏe cộng đồng.",3,"Có
"
38,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19807&row_limit=1,"Theo quy định tại Nghị định số 31/2013/NĐ-CP, mọi trường hợp tử vong nào liên quan đến nhiệm vụ quốc phòng, an ninh sẽ được xem xét một cách đặc biệt, trừ khi người đó đã tự ý vi phạm các quy định pháp luật. Điều này có nghĩa là em của bạn có thể vẫn đủ điều kiện để được xác nhận liệt sĩ, bởi vì những điều kiện về tai nạn giao thông thường được xem xét theo tiêu chí khác. Tuy nhiên, việc xác nhận cần phải phụ thuộc vào quyết định cuối cùng của cơ quan chức năng, và trong một số trường hợp, kết luận về nguyên nhân tử vong có thể bị ảnh hưởng bởi các yếu tố mà không phải lúc nào cũng rõ ràng.",2,"Có
"
39,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13587&row_limit=1,"Khi nâng cấp băng thông của tuyến viba từ 14MHz lên 28MHz, bạn thực sự có thể giữ nguyên cặp tần số cũ mà không cần lo lắng về việc điều chỉnh. Cục Tần số vô tuyến điện thường cho phép duy trì tần số hiện tại trong nhiều trường hợp. Tuy nhiên, bạn vẫn cần phải đóng một khoản phí tần số, được quy định theo Thông tư 265/2016/TT-BTC, liên quan đến băng thông của tuyến viba. Việc tính phí sử dụng tần số có thể không thay đổi ngay cả khi băng thông của bạn được nâng cấp, miễn là bạn không thay đổi tần số.",2,"Có
"
